104.19.234.57,FRA,Europe,Frankfurt,233 ms
104.16.139.63,FRA,Europe,Frankfurt,233 ms
104.18.123.17,FRA,Europe,Frankfurt,235 ms
104.19.236.249,FRA,Europe,Frankfurt,235 ms
172.67.13.29,FRA,Europe,Frankfurt,236 ms
