104.18.156.215,SJC,North America,San Jose,142 ms
104.18.233.134,SJC,North America,San Jose,143 ms
104.21.34.199,SJC,North America,San Jose,143 ms
104.18.162.19,SJC,North America,San Jose,144 ms
104.16.170.111,SJC,North America,San Jose,144 ms
