2606:4700:839e:8eda:194:e514:65d0:e3b2,DUS,Europe,Düsseldorf,204 ms
2606:4700:9a9c:a70e:987a:5c9f:8ea9:eea9,HAM,Europe,Hamburg,207 ms
2606:4700:83bc:ff2a:d148:46a5:8239:93e5,DUS,Europe,Düsseldorf,210 ms
2606:4700:964d:af13:78a2:f308:5e9b:2210,HAM,Europe,Hamburg,214 ms
2606:4700:839d:e2d6:5dc3:f967:89e5:cbfb,FRA,Europe,Frankfurt,243 ms
